Date Time,Identifier,Message
09:11:06:788,F0:F8:F2:DA:06:D9,"CCI: Channel=30, RSSI=-62"
09:11:07:520,F0:F8:F2:DA:2D:0D,"AoA: Angle=-18, Ant=1, Channel=23, RSSI=-68"
09:11:07:610,F0:F8:F2:DA:2D:0D,"CCI: Channel=1, RSSI=-69"
09:11:07:830,F0:F8:F2:DA:06:D9,"CCI: Channel=1, RSSI=-66"
09:11:07:474,F0:F8:F2:DA:2D:0D,"AoA: Angle=-12, Ant=1, Channel=9, RSSI=-68"
09:11:07:832,F0:F8:F2:DA:06:D9,"CCI: Channel=10, RSSI=-63"
09:11:07:887,F0:F8:F2:DA:2D:0D,"CCI: Channel=10, RSSI=-68"
09:11:07:900,F0:F8:F2:DA:2D:0D,"AoA: Angle=-15, Ant=2, Channel=10, RSSI=-68"
09:11:08:000,F0:F8:F2:DA:2D:0D,"CCI: Channel=25, RSSI=-68"
09:11:08:453,F0:F8:F2:DA:2D:0D,"AoA: Angle=-12, Ant=1, Channel=11, RSSI=-69"
09:11:08:886,F0:F8:F2:DA:2D:0D,"AoA: Angle=-13, Ant=2, Channel=12, RSSI=-69"
09:11:09:520,F0:F8:F2:DA:06:D9,"CCI: Channel=5, RSSI=-65"
09:11:09:730,F0:F8:F2:DA:2D:0D,"CCI: Channel=5, RSSI=-68"
09:11:09:160,F0:F8:F2:DA:06:D9,"CCI: Channel=20, RSSI=-66"
09:11:09:184,F0:F8:F2:DA:2D:0D,"CCI: Channel=20, RSSI=-68"
09:11:09:386,F0:F8:F2:DA:2D:0D,"AoA: Angle=-16, Ant=2, Channel=35, RSSI=-69"
09:11:09:849,F0:F8:F2:DA:2D:0D,"AoA: Angle=-10, Ant=2, Channel=14, RSSI=-69"
09:11:10:262,F0:F8:F2:DA:2D:0D,"AoA: Angle=-15, Ant=1, Channel=22, RSSI=-68"
09:11:10:332,F0:F8:F2:DA:06:D9,"CCI: Channel=15, RSSI=-63"
09:11:10:382,F0:F8:F2:DA:2D:0D,"CCI: Channel=15, RSSI=-69"
09:11:10:432,F0:F8:F2:DA:06:D9,"CCI: Channel=30, RSSI=-62"
09:11:10:486,F0:F8:F2:DA:2D:0D,"CCI: Channel=30, RSSI=-71"
09:11:10:686,F0:F8:F2:DA:2D:0D,"AoA: Angle=-4, Ant=1, Channel=8, RSSI=-68"
09:11:10:738,F0:F8:F2:DA:06:D9,"CCI: Channel=1, RSSI=-66"
09:11:10:794,F0:F8:F2:DA:2D:0D,"CCI: Channel=1, RSSI=-71"
09:11:11:770,F0:F8:F2:DA:2D:0D,"AoA: Angle=-5, Ant=2, Channel=9, RSSI=-68"
09:11:11:568,F0:F8:F2:DA:2D:0D,"CCI: Channel=10, RSSI=-68"
09:11:11:596,F0:F8:F2:DA:06:D9,"CCI: Channel=10, RSSI=-63"
09:11:11:719,F0:F8:F2:DA:2D:0D,"CCI: Channel=25, RSSI=-68"
09:11:11:885,F0:F8:F2:DA:2D:0D,"AoA: Angle=1, Ant=2, Channel=18, RSSI=-71"
09:11:12:564,F0:F8:F2:DA:2D:0D,"AoA: Angle=-13, Ant=1, Channel=12, RSSI=-68"
09:11:12:753,F0:F8:F2:DA:2D:0D,"CCI: Channel=5, RSSI=-71"
09:11:12:769,F0:F8:F2:DA:06:D9,"CCI: Channel=5, RSSI=-66"
09:11:12:864,F0:F8:F2:DA:2D:0D,"CCI: Channel=20, RSSI=-71"
09:11:12:891,F0:F8:F2:DA:06:D9,"CCI: Channel=20, RSSI=-66"
09:11:12:993,F0:F8:F2:DA:2D:0D,"AoA: Angle=-12, Ant=2, Channel=20, RSSI=-71"
09:11:13:671,F0:F8:F2:DA:2D:0D,"AoA: Angle=-22, Ant=2, Channel=36, RSSI=-69"
09:11:14:320,F0:F8:F2:DA:06:D9,"CCI: Channel=15, RSSI=-64"
09:11:14:580,F0:F8:F2:DA:2D:0D,"CCI: Channel=15, RSSI=-71"
09:11:14:154,F0:F8:F2:DA:06:D9,"CCI: Channel=30, RSSI=-62"
09:11:14:195,F0:F8:F2:DA:2D:0D,"CCI: Channel=30, RSSI=-68"
09:11:14:208,F0:F8:F2:DA:2D:0D,"AoA: Angle=-22, Ant=1, Channel=30, RSSI=-68"
09:11:14:466,F0:F8:F2:DA:06:D9,"CCI: Channel=1, RSSI=-66"
09:11:14:519,F0:F8:F2:DA:2D:0D,"CCI: Channel=1, RSSI=-68"
09:11:14:585,F0:F8:F2:DA:2D:0D,"AoA: Angle=-22, Ant=2, Channel=1, RSSI=-68"
09:11:14:977,F0:F8:F2:DA:2D:0D,"AoA: Angle=-12, Ant=2, Channel=24, RSSI=-70"
09:11:15:248,F0:F8:F2:DA:2D:0D,"CCI: Channel=10, RSSI=-68"
09:11:15:294,F0:F8:F2:DA:06:D9,"CCI: Channel=10, RSSI=-63"
09:11:15:341,F0:F8:F2:DA:06:D9,"CCI: Channel=25, RSSI=-63"
09:11:15:346,F0:F8:F2:DA:2D:0D,"AoA: Angle=-4, Ant=2, Channel=10, RSSI=-68"
09:11:15:349,F0:F8:F2:DA:2D:0D,"CCI: Channel=25, RSSI=-68"
09:11:15:779,F0:F8:F2:DA:2D:0D,"AoA: Angle=-11, Ant=1, Channel=11, RSSI=-68"
09:11:16:199,F0:F8:F2:DA:2D:0D,"AoA: Angle=-11, Ant=1, Channel=34, RSSI=-69"
09:11:16:443,F0:F8:F2:DA:2D:0D,"CCI: Channel=5, RSSI=-68"
09:11:16:464,F0:F8:F2:DA:06:D9,"CCI: Channel=5, RSSI=-65"
09:11:16:549,F0:F8:F2:DA:2D:0D,"CCI: Channel=20, RSSI=-68"
09:11:16:564,F0:F8:F2:DA:2D:0D,"AoA: Angle=-8, Ant=2, Channel=5, RSSI=-68"
09:11:16:570,F0:F8:F2:DA:06:D9,"CCI: Channel=20, RSSI=-66"
09:11:17:580,F0:F8:F2:DA:2D:0D,"AoA: Angle=-1, Ant=1, Channel=6, RSSI=-68"
09:11:17:475,F0:F8:F2:DA:2D:0D,"AoA: Angle=0, Ant=2, Channel=7, RSSI=-68"
09:11:17:748,F0:F8:F2:DA:2D:0D,"CCI: Channel=15, RSSI=-69"
09:11:17:765,F0:F8:F2:DA:06:D9,"CCI: Channel=15, RSSI=-63"
09:11:17:842,F0:F8:F2:DA:2D:0D,"CCI: Channel=30, RSSI=-71"
09:11:17:867,F0:F8:F2:DA:06:D9,"CCI: Channel=30, RSSI=-62"
09:11:17:954,F0:F8:F2:DA:2D:0D,"AoA: Angle=-9, Ant=1, Channel=8, RSSI=-68"
09:11:18:173,F0:F8:F2:DA:2D:0D,"CCI: Channel=1, RSSI=-71"
09:11:18:178,F0:F8:F2:DA:06:D9,"CCI: Channel=1, RSSI=-66"
09:11:18:572,F0:F8:F2:DA:2D:0D,"AoA: Angle=-10, Ant=2, Channel=9, RSSI=-68"
09:11:18:938,F0:F8:F2:DA:06:D9,"CCI: Channel=10, RSSI=-63"
09:11:18:945,F0:F8:F2:DA:2D:0D,"AoA: Angle=-19, Ant=1, Channel=10, RSSI=-68"
09:11:18:952,F0:F8:F2:DA:2D:0D,"CCI: Channel=10, RSSI=-68"
09:11:19:400,F0:F8:F2:DA:06:D9,"CCI: Channel=25, RSSI=-64"
09:11:19:470,F0:F8:F2:DA:2D:0D,"CCI: Channel=25, RSSI=-71"
09:11:19:764,F0:F8:F2:DA:2D:0D,"AoA: Angle=-12, Ant=2, Channel=4, RSSI=-69"
09:11:20:171,F0:F8:F2:DA:06:D9,"CCI: Channel=5, RSSI=-66"
09:11:20:177,F0:F8:F2:DA:2D:0D,"CCI: Channel=5, RSSI=-69"
09:11:20:193,F0:F8:F2:DA:2D:0D,"AoA: Angle=-10, Ant=1, Channel=5, RSSI=-69"
09:11:20:237,F0:F8:F2:DA:2D:0D,"CCI: Channel=20, RSSI=-71"
09:11:20:275,F0:F8:F2:DA:06:D9,"CCI: Channel=20, RSSI=-66"
09:11:20:588,F0:F8:F2:DA:2D:0D,"AoA: Angle=5, Ant=2, Channel=13, RSSI=-68"
09:11:20:955,F0:F8:F2:DA:2D:0D,"AoA: Angle=0, Ant=2, Channel=36, RSSI=-69"
09:11:21:421,F0:F8:F2:DA:2D:0D,"AoA: Angle=-1, Ant=2, Channel=15, RSSI=-71"
09:11:21:428,F0:F8:F2:DA:2D:0D,"CCI: Channel=15, RSSI=-71"
09:11:21:473,F0:F8:F2:DA:06:D9,"CCI: Channel=15, RSSI=-63"
09:11:21:575,F0:F8:F2:DA:2D:0D,"CCI: Channel=30, RSSI=-71"
09:11:21:837,F0:F8:F2:DA:2D:0D,"CCI: Channel=1, RSSI=-69"
09:11:21:875,F0:F8:F2:DA:06:D9,"CCI: Channel=1, RSSI=-66"
09:11:21:941,F0:F8:F2:DA:2D:0D,"AoA: Angle=-18, Ant=2, Channel=1, RSSI=-69"
09:11:22:375,F0:F8:F2:DA:2D:0D,"AoA: Angle=-11, Ant=2, Channel=24, RSSI=-71"
09:11:22:654,F0:F8:F2:DA:06:D9,"CCI: Channel=10, RSSI=-63"
09:11:22:673,F0:F8:F2:DA:2D:0D,"CCI: Channel=10, RSSI=-68"
09:11:22:757,F0:F8:F2:DA:06:D9,"CCI: Channel=25, RSSI=-63"
09:11:22:782,F0:F8:F2:DA:2D:0D,"CCI: Channel=25, RSSI=-68"
09:11:22:808,F0:F8:F2:DA:2D:0D,"AoA: Angle=-14, Ant=2, Channel=10, RSSI=-68"
09:11:23:455,F0:F8:F2:DA:2D:0D,"AoA: Angle=-11, Ant=2, Channel=19, RSSI=-71"
09:11:23:877,F0:F8:F2:DA:2D:0D,"CCI: Channel=5, RSSI=-68"
09:11:23:895,F0:F8:F2:DA:2D:0D,"AoA: Angle=-19, Ant=2, Channel=5, RSSI=-68"
09:11:23:915,F0:F8:F2:DA:06:D9,"CCI: Channel=5, RSSI=-65"
09:11:23:960,F0:F8:F2:DA:06:D9,"CCI: Channel=20, RSSI=-66"
09:11:23:995,F0:F8:F2:DA:2D:0D,"CCI: Channel=20, RSSI=-68"
09:11:24:458,F0:F8:F2:DA:2D:0D,"AoA: Angle=-18, Ant=1, Channel=6, RSSI=-68"
09:11:24:969,F0:F8:F2:DA:2D:0D,"AoA: Angle=-9, Ant=2, Channel=7, RSSI=-68"
09:11:25:139,F0:F8:F2:DA:2D:0D,"CCI: Channel=15, RSSI=-69"
09:11:25:185,F0:F8:F2:DA:06:D9,"CCI: Channel=15, RSSI=-63"
09:11:25:255,F0:F8:F2:DA:2D:0D,"CCI: Channel=30, RSSI=-71"
09:11:25:275,F0:F8:F2:DA:06:D9,"CCI: Channel=30, RSSI=-62"
09:11:25:372,F0:F8:F2:DA:2D:0D,"AoA: Angle=-9, Ant=1, Channel=8, RSSI=-68"
09:11:25:558,F0:F8:F2:DA:2D:0D,"CCI: Channel=1, RSSI=-71"
09:11:25:589,F0:F8:F2:DA:06:D9,"CCI: Channel=1, RSSI=-66"
09:11:25:766,F0:F8:F2:DA:2D:0D,"AoA: Angle=-9, Ant=1, Channel=31, RSSI=-68"
09:11:26:238,F0:F8:F2:DA:2D:0D,"AoA: Angle=-11, Ant=2, Channel=32, RSSI=-71"
09:11:26:336,F0:F8:F2:DA:2D:0D,"CCI: Channel=10, RSSI=-68"
09:11:26:357,F0:F8:F2:DA:06:D9,"CCI: Channel=10, RSSI=-63"
09:11:26:440,F0:F8:F2:DA:2D:0D,"CCI: Channel=25, RSSI=-68"
09:11:26:856,F0:F8:F2:DA:2D:0D,"AoA: Angle=-13, Ant=2, Channel=11, RSSI=-69"
09:11:27:370,F0:F8:F2:DA:2D:0D,"AoA: Angle=-20, Ant=1, Channel=12, RSSI=-68"
09:11:27:534,F0:F8:F2:DA:06:D9,"CCI: Channel=5, RSSI=-66"
09:11:27:586,F0:F8:F2:DA:2D:0D,"CCI: Channel=5, RSSI=-69"
09:11:27:639,F0:F8:F2:DA:06:D9,"CCI: Channel=20, RSSI=-66"
09:11:27:674,F0:F8:F2:DA:2D:0D,"CCI: Channel=20, RSSI=-71"
09:11:27:869,F0:F8:F2:DA:2D:0D,"AoA: Angle=-11, Ant=2, Channel=13, RSSI=-68"
09:11:28:367,F0:F8:F2:DA:2D:0D,"AoA: Angle=-7, Ant=1, Channel=14, RSSI=-68"
09:11:28:802,F0:F8:F2:DA:2D:0D,"AoA: Angle=7, Ant=2, Channel=22, RSSI=-71"
09:11:28:839,F0:F8:F2:DA:2D:0D,"CCI: Channel=15, RSSI=-71"
09:11:28:891,F0:F8:F2:DA:06:D9,"CCI: Channel=15, RSSI=-63"
09:11:28:962,F0:F8:F2:DA:2D:0D,"CCI: Channel=30, RSSI=-67"
09:11:28:988,F0:F8:F2:DA:06:D9,"CCI: Channel=30, RSSI=-59"
09:11:29:148,F0:F8:F2:DA:2D:0D,"AoA: Angle=-2, Ant=2, Channel=8, RSSI=-68"
09:11:29:237,F0:F8:F2:DA:2D:0D,"CCI: Channel=1, RSSI=-68"
09:11:29:288,F0:F8:F2:DA:06:D9,"CCI: Channel=1, RSSI=-66"
09:11:29:684,F0:F8:F2:DA:2D:0D,"AoA: Angle=-4, Ant=1, Channel=9, RSSI=-69"
09:11:30:260,F0:F8:F2:DA:2D:0D,"CCI: Channel=10, RSSI=-68"
09:11:30:500,F0:F8:F2:DA:06:D9,"CCI: Channel=10, RSSI=-64"
09:11:30:131,F0:F8:F2:DA:2D:0D,"CCI: Channel=25, RSSI=-68"
09:11:30:427,F0:F8:F2:DA:2D:0D,"AoA: Angle=-14, Ant=2, Channel=3, RSSI=-69"
09:11:30:871,F0:F8:F2:DA:2D:0D,"AoA: Angle=-11, Ant=2, Channel=19, RSSI=-71"
09:11:31:265,F0:F8:F2:DA:2D:0D,"CCI: Channel=5, RSSI=-71"
09:11:31:290,F0:F8:F2:DA:06:D9,"CCI: Channel=5, RSSI=-66"
09:11:31:375,F0:F8:F2:DA:2D:0D,"CCI: Channel=20, RSSI=-69"
09:11:31:395,F0:F8:F2:DA:2D:0D,"AoA: Angle=-6, Ant=1, Channel=20, RSSI=-69"
09:11:31:418,F0:F8:F2:DA:06:D9,"CCI: Channel=20, RSSI=-65"
09:11:31:750,F0:F8:F2:DA:2D:0D,"AoA: Angle=-4, Ant=2, Channel=28, RSSI=-71"
09:11:32:374,F0:F8:F2:DA:2D:0D,"AoA: Angle=-15, Ant=2, Channel=7, RSSI=-67"
09:11:32:543,F0:F8:F2:DA:06:D9,"CCI: Channel=15, RSSI=-66"
09:11:32:564,F0:F8:F2:DA:2D:0D,"CCI: Channel=15, RSSI=-71"
09:11:32:646,F0:F8:F2:DA:06:D9,"CCI: Channel=30, RSSI=-62"
09:11:32:664,F0:F8:F2:DA:2D:0D,"CCI: Channel=30, RSSI=-67"
09:11:32:759,F0:F8:F2:DA:2D:0D,"AoA: Angle=-20, Ant=2, Channel=30, RSSI=-67"
09:11:32:950,F0:F8:F2:DA:06:D9,"CCI: Channel=1, RSSI=-68"
09:11:32:970,F0:F8:F2:DA:2D:0D,"CCI: Channel=1, RSSI=-72"
09:11:33:175,F0:F8:F2:DA:2D:0D,"AoA: Angle=-29, Ant=2, Channel=16, RSSI=-68"
09:11:33:542,F0:F8:F2:DA:2D:0D,"AoA: Angle=-30, Ant=2, Channel=2, RSSI=-66"
09:11:33:746,F0:F8:F2:DA:2D:0D,"CCI: Channel=10, RSSI=-68"
09:11:33:768,F0:F8:F2:DA:06:D9,"CCI: Channel=10, RSSI=-63"
09:11:33:825,F0:F8:F2:DA:06:D9,"CCI: Channel=25, RSSI=-62"
09:11:33:849,F0:F8:F2:DA:2D:0D,"CCI: Channel=25, RSSI=-67"
09:11:33:945,F0:F8:F2:DA:2D:0D,"AoA: Angle=-32, Ant=2, Channel=25, RSSI=-67"
09:11:34:774,F0:F8:F2:DA:2D:0D,"AoA: Angle=-34, Ant=2, Channel=34, RSSI=-67"
09:11:34:928,F0:F8:F2:DA:2D:0D,"CCI: Channel=5, RSSI=-71"
09:11:34:947,F0:F8:F2:DA:06:D9,"CCI: Channel=5, RSSI=-65"
09:11:35:300,F0:F8:F2:DA:2D:0D,"CCI: Channel=20, RSSI=-68"
09:11:35:440,F0:F8:F2:DA:06:D9,"CCI: Channel=20, RSSI=-66"
09:11:35:140,F0:F8:F2:DA:2D:0D,"AoA: Angle=-31, Ant=2, Channel=20, RSSI=-68"
09:11:35:545,F0:F8:F2:DA:2D:0D,"AoA: Angle=-23, Ant=1, Channel=21, RSSI=-68"
09:11:36:130,F0:F8:F2:DA:2D:0D,"AoA: Angle=-11, Ant=2, Channel=29, RSSI=-67"
09:11:36:222,F0:F8:F2:DA:06:D9,"CCI: Channel=15, RSSI=-66"
09:11:36:273,F0:F8:F2:DA:2D:0D,"CCI: Channel=15, RSSI=-69"
09:11:36:324,F0:F8:F2:DA:2D:0D,"CCI: Channel=30, RSSI=-69"
09:11:36:573,F0:F8:F2:DA:2D:0D,"AoA: Angle=-13, Ant=1, Channel=23, RSSI=-67"
09:11:36:632,F0:F8:F2:DA:2D:0D,"CCI: Channel=1, RSSI=-67"
09:11:36:646,F0:F8:F2:DA:06:D9,"CCI: Channel=1, RSSI=-66"
09:11:36:944,F0:F8:F2:DA:2D:0D,"AoA: Angle=-12, Ant=2, Channel=31, RSSI=-66"
09:11:37:355,F0:F8:F2:DA:2D:0D,"AoA: Angle=-22, Ant=2, Channel=17, RSSI=-68"
09:11:37:448,F0:F8:F2:DA:06:D9,"CCI: Channel=10, RSSI=-64"
09:11:37:464,F0:F8:F2:DA:2D:0D,"CCI: Channel=10, RSSI=-69"
09:11:37:555,F0:F8:F2:DA:06:D9,"CCI: Channel=25, RSSI=-60"
09:11:37:563,F0:F8:F2:DA:2D:0D,"CCI: Channel=25, RSSI=-66"
09:11:37:776,F0:F8:F2:DA:2D:0D,"AoA: Angle=-15, Ant=2, Channel=3, RSSI=-67"
09:11:38:126,F0:F8:F2:DA:2D:0D,"AoA: Angle=-22, Ant=2, Channel=26, RSSI=-69"
09:11:38:626,F0:F8:F2:DA:06:D9,"CCI: Channel=5, RSSI=-66"
09:11:38:645,F0:F8:F2:DA:2D:0D,"CCI: Channel=5, RSSI=-73"
09:11:38:726,F0:F8:F2:DA:06:D9,"CCI: Channel=20, RSSI=-65"
09:11:38:761,F0:F8:F2:DA:2D:0D,"CCI: Channel=20, RSSI=-69"
09:11:38:771,F0:F8:F2:DA:2D:0D,"AoA: Angle=-24, Ant=1, Channel=20, RSSI=-69"
09:11:39:156,F0:F8:F2:DA:2D:0D,"AoA: Angle=-13, Ant=2, Channel=28, RSSI=-71"
09:11:39:792,F0:F8:F2:DA:2D:0D,"AoA: Angle=-16, Ant=1, Channel=22, RSSI=-68"
09:11:39:951,F0:F8:F2:DA:2D:0D,"CCI: Channel=15, RSSI=-71"
09:11:39:967,F0:F8:F2:DA:06:D9,"CCI: Channel=15, RSSI=-65"
09:11:40:560,F0:F8:F2:DA:2D:0D,"CCI: Channel=30, RSSI=-71"
09:11:40:275,F0:F8:F2:DA:2D:0D,"AoA: Angle=1, Ant=2, Channel=23, RSSI=-68"
09:11:40:384,F0:F8:F2:DA:2D:0D,"CCI: Channel=1, RSSI=-71"
09:11:40:414,F0:F8:F2:DA:06:D9,"CCI: Channel=1, RSSI=-68"
09:11:40:843,F0:F8:F2:DA:2D:0D,"AoA: Angle=-17, Ant=1, Channel=24, RSSI=-68"
09:11:41:260,F0:F8:F2:DA:2D:0D,"CCI: Channel=10, RSSI=-71"
09:11:41:280,F0:F8:F2:DA:06:D9,"CCI: Channel=10, RSSI=-64"
09:11:41:339,F0:F8:F2:DA:2D:0D,"CCI: Channel=25, RSSI=-68"
09:11:41:394,F0:F8:F2:DA:06:D9,"CCI: Channel=25, RSSI=-62"
09:11:41:489,F0:F8:F2:DA:2D:0D,"AoA: Angle=-8, Ant=2, Channel=18, RSSI=-69"
09:11:41:872,F0:F8:F2:DA:2D:0D,"AoA: Angle=-15, Ant=1, Channel=26, RSSI=-68"
09:11:42:286,F0:F8:F2:DA:2D:0D,"AoA: Angle=2, Ant=2, Channel=27, RSSI=-71"
09:11:42:341,F0:F8:F2:DA:2D:0D,"CCI: Channel=5, RSSI=-71"
09:11:42:360,F0:F8:F2:DA:06:D9,"CCI: Channel=5, RSSI=-65"
09:11:42:441,F0:F8:F2:DA:2D:0D,"CCI: Channel=20, RSSI=-68"
09:11:42:461,F0:F8:F2:DA:06:D9,"CCI: Channel=20, RSSI=-66"
09:11:42:655,F0:F8:F2:DA:2D:0D,"AoA: Angle=-6, Ant=1, Channel=35, RSSI=-71"
09:11:43:540,F0:F8:F2:DA:2D:0D,"AoA: Angle=2, Ant=2, Channel=22, RSSI=-68"
09:11:43:637,F0:F8:F2:DA:2D:0D,"CCI: Channel=15, RSSI=-68"
09:11:43:672,F0:F8:F2:DA:06:D9,"CCI: Channel=15, RSSI=-66"
09:11:43:739,F0:F8:F2:DA:2D:0D,"CCI: Channel=30, RSSI=-63"
09:11:43:759,F0:F8:F2:DA:06:D9,"CCI: Channel=30, RSSI=-57"
09:11:43:940,F0:F8:F2:DA:2D:0D,"AoA: Angle=-18, Ant=1, Channel=23, RSSI=-68"
09:11:44:550,F0:F8:F2:DA:2D:0D,"CCI: Channel=1, RSSI=-68"
09:11:44:488,F0:F8:F2:DA:2D:0D,"AoA: Angle=-8, Ant=2, Channel=24, RSSI=-68"
09:11:44:869,F0:F8:F2:DA:2D:0D,"AoA: Angle=-27, Ant=1, Channel=32, RSSI=-71"
09:11:44:878,F0:F8:F2:DA:2D:0D,"CCI: Channel=10, RSSI=-72"
09:11:44:901,F0:F8:F2:DA:06:D9,"CCI: Channel=10, RSSI=-63"
09:11:44:966,F0:F8:F2:DA:06:D9,"CCI: Channel=25, RSSI=-62"
09:11:44:987,F0:F8:F2:DA:2D:0D,"CCI: Channel=25, RSSI=-67"
09:11:45:773,F0:F8:F2:DA:2D:0D,"AoA: Angle=-7, Ant=2, Channel=26, RSSI=-69"
